TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2020,6,3,2,0,8X E PENDER ST,Central Business District,492539.7454,5458642.581
Mischief,2021,1,4,1,18,8X E PENDER ST,Central Business District,492539.9132,5458633.428
Mischief,2020,3,2,14,30,8X EXPO BLVD,Central Business District,492192.3345,5458427.789
Mischief,2020,6,2,5,25,8X EXPO BLVD,Central Business District,492192.3345,5458427.789
Mischief,2020,7,30,10,59,8X EXPO BLVD,Central Business District,492192.3345,5458427.789
Mischief,2021,1,17,17,48,8X EXPO BLVD,Central Business District,492192.3345,5458427.789
Mischief,2020,1,22,1,0,8X NELSON ST,Central Business District,491569.1713,5458021.678
Mischief,2020,2,10,21,0,8X NELSON ST,Central Business District,491569.1713,5458021.678
Mischief,2020,1,21,18,0,8X NELSON ST,Central Business District,491570.7712,5458020.084
Mischief,2020,12,9,5,32,8X NELSON ST,Central Business District,491570.7712,5458020.084
Mischief,2020,2,5,23,12,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.684
Mischief,2020,3,9,5,25,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.684
Mischief,2020,10,14,9,40,8X POWELL ST,Central Business District,492551.5514,5458944.106
Mischief,2020,10,27,2,30,8X SW MARINE DR,Marpole,492125.3363,5451063.223
Mischief,2020,9,13,15,0,8X W 15TH AVE,Mount Pleasant,492229.6191,5456101.803
Mischief,2020,1,1,21,42,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,1,21,10,0,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,2,21,19,30,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,2,26,15,38,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,3,30,5,36,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,4,3,22,30,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,4,6,19,35,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,5,4,10,45,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,6,17,9,0,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,6,23,14,36,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,7,21,16,40,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,8,10,1,28,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,10,16,15,46,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,11,19,18,12,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,12,17,21,48,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2021,1,13,9,0,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2021,1,17,23,17,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2021,1,28,23,45,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Mischief,2020,2,24,10,51,8X W PENDER ST,Central Business District,492214.4911,5458700.848
Mischief,2020,11,28,19,34,8X W PENDER ST,Central Business District,492214.4911,5458700.848
Mischief,2021,1,8,2,11,8X W PENDER ST,Central Business District,492214.4911,5458700.848
Mischief,2020,1,5,19,53,8XX AVISON WAY,Stanley Park,490531.2051,5460907.126
Mischief,2020,9,21,20,0,8XX AVISON WAY,Stanley Park,490553.0193,5460931.393
Mischief,2020,3,17,20,0,8XX BEACH AVE,Central Business District,490349.8351,5458062.723
Mischief,2021,1,3,11,0,8XX BEATTY ST,Central Business District,491641.366,5458258.421
Mischief,2020,8,15,9,55,8XX BEATTY ST,Central Business District,491654.2778,5458258.359
Mischief,2020,5,18,10,56,8XX BEATTY ST,Central Business District,491699.5517,5458303.331
Mischief,2020,11,11,19,30,8XX BEATTY ST,Central Business District,491699.5517,5458303.331
Mischief,2020,5,6,14,38,8XX BEATTY ST,Central Business District,491708.1753,5458311.897
Mischief,2020,9,12,8,0,8XX BIDWELL ST,West End,490229.2161,5459712.094
Mischief,2020,1,1,22,0,8XX BROUGHTON ST,West End,490491.6052,5459404.853
Mischief,2020,3,13,5,40,8XX BURRARD ST,Central Business District,491001.227,5458881.193
Mischief,2020,4,10,15,30,8XX BURRARD ST,Central Business District,491001.227,5458881.193
Mischief,2020,6,13,1,33,8XX BURRARD ST,West End,491001.2752,5458894.138
Mischief,2020,7,20,18,0,8XX BURRARD ST,West End,491001.2752,5458894.138
Mischief,2020,4,13,1,17,8XX BURRARD ST,West End,491012.1029,5458904.908
Mischief,2020,5,2,7,52,8XX BURRARD ST,West End,491012.1029,5458904.908
Mischief,2020,8,15,16,15,8XX BURRARD ST,West End,491012.1029,5458904.908
Mischief,2020,8,28,11,30,8XX BURRARD ST,West End,491012.1029,5458904.908
Mischief,2020,10,17,15,0,8XX BURRARD ST,West End,491012.1029,5458904.908
Mischief,2020,5,29,18,30,8XX BURRARD ST,West End,491046.7515,5458939.371
Mischief,2021,1,30,17,38,8XX BURRARD ST,West End,491050.1503,5458942.752
Mischief,2020,4,5,17,48,8XX BURRARD ST,Central Business District,491066.1932,5458945.812
Mischief,2020,10,28,0,45,8XX BURRARD ST,Central Business District,491066.1932,5458945.812
Mischief,2020,10,8,7,0,8XX CAMBIE ST,Central Business District,491566.0058,5458313.108
Mischief,2020,12,14,10,5,8XX CAMBIE ST,Central Business District,491592.217,5458351.513
Mischief,2020,8,19,9,46,8XX CAMPBELL AVE,Strathcona,493824.8753,5458292.065
Mischief,2021,1,7,23,49,8XX CANADA PL,Central Business District,491769.4806,5459409.6
Mischief,2020,5,31,6,36,8XX DAVIE ST,Central Business District,490714.4933,5458386.256
Mischief,2020,6,15,4,29,8XX DAVIE ST,Central Business District,490714.4933,5458386.256
Mischief,2021,1,29,4,23,8XX DAVIE ST,Central Business District,490714.4933,5458386.256
Mischief,2020,7,6,9,50,8XX DAVIE ST,Central Business District,490741.9684,5458346.418
Mischief,2020,12,23,11,54,8XX DAVIE ST,Central Business District,490741.9684,5458346.418
Mischief,2020,4,13,21,55,8XX DENMAN ST,West End,490056.6822,5459766.811
Mischief,2020,12,7,22,28,8XX DENMAN ST,West End,490056.6822,5459766.811
Mischief,2020,2,21,23,0,8XX DENMAN ST,West End,490074.481,5459785.562
Mischief,2020,4,6,19,0,8XX DENMAN ST,West End,490101.6012,5459826.232
Mischief,2020,5,16,2,26,8XX DENMAN ST,West End,490114.2847,5459839.133
Mischief,2020,4,27,23,10,8XX DENMAN ST,West End,490148.3141,5459860.704
Mischief,2020,9,5,0,5,8XX DRAKE ST,Central Business District,490588.4851,5458266.998
Mischief,2020,12,11,14,56,8XX DRAKE ST,Central Business District,490594.3903,5458261.186
Mischief,2020,2,25,19,30,8XX DUNSMUIR ST,Central Business District,491403.1105,5459130.927
Mischief,2020,1,4,5,15,8XX DUNSMUIR ST,Central Business District,491409.9904,5459124.189
Mischief,2020,12,1,14,10,8XX E 12TH AVE,Mount Pleasant,493724.8951,5456326.777
Mischief,2020,5,29,21,58,8XX E 13TH AVE,Mount Pleasant,493673.3218,5456225.44
Mischief,2020,7,27,10,13,8XX E 14TH AVE,Mount Pleasant,493700.3431,5456132.195
Mischief,2020,2,8,21,30,8XX E 23RD AVE,Kensington-Cedar Cottage,493621.7174,5455254.635
Mischief,2020,2,22,18,0,8XX E 26TH AVE,Kensington-Cedar Cottage,493679.7415,5454973.464
Mischief,2021,1,13,21,0,8XX E 53RD AVE,Sunset,493534.2748,5452130.111
Mischief,2020,6,1,23,8,8XX E 54TH AVE,Sunset,493539.9632,5451989.231
Mischief,2020,4,14,0,0,8XX E 8TH AVE,Mount Pleasant,493665.7497,5456737.222
Mischief,2020,3,17,12,34,8XX E 8TH AVE,Mount Pleasant,493696.8784,5456745.935
Mischief,2020,3,27,21,0,8XX E 8TH AVE,Mount Pleasant,493738.6166,5456745.357
Mischief,2020,3,12,18,54,8XX E CORDOVA ST,Strathcona,493684.8568,5458809.181
Mischief,2020,4,18,14,16,8XX E CORDOVA ST,Strathcona,493684.8568,5458809.181
Mischief,2020,3,6,21,0,8XX E GEORGIA ST,Strathcona,493680.6377,5458406.391
Mischief,2020,10,5,20,0,8XX E GEORGIA ST,Strathcona,493725.1443,5458395.821
Mischief,2020,5,8,22,44,8XX E HASTINGS ST,Strathcona,493669.1265,5458703.037
Mischief,2020,8,26,3,35,8XX E HASTINGS ST,Strathcona,493735.7643,5458710.017
Mischief,2020,9,18,23,51,8XX E HASTINGS ST,Strathcona,493735.7643,5458710.017
Mischief,2020,9,8,7,45,8XX E HASTINGS ST,Strathcona,493744.874,5458700.571
Mischief,2020,3,11,11,10,8XX E HASTINGS ST,Strathcona,493784.4676,5458699.283
Mischief,2020,9,24,7,38,8XX E HASTINGS ST,Strathcona,493784.4676,5458699.283
Mischief,2020,11,30,0,0,8XX E HASTINGS ST,Strathcona,493811.2842,5458698.409
Mischief,2020,8,14,13,0,8XX E HASTINGS ST,Strathcona,493821.0592,5458707.24
Mischief,2020,6,28,7,0,8XX E KING EDWARD AVE,Kensington-Cedar Cottage,493646.82,5455092.149
Mischief,2021,2,10,2,23,8XX EXPO BLVD,Central Business District,491690.4838,5458169.052
Mischief,2020,1,29,17,0,8XX GORE AVE,Strathcona,492952.031,5458321.222
Mischief,2020,2,28,5,15,8XX GORE AVE,Strathcona,492952.2172,5458318.123
Mischief,2021,1,31,1,19,8XX GRANVILLE ST,Central Business District,491175.5456,5458637.179
Mischief,2020,8,15,9,0,8XX GRANVILLE ST,Central Business District,491190.4804,5458639.245
Mischief,2020,12,1,1,25,8XX GRANVILLE ST,Central Business District,491205.2592,5458654.134
Mischief,2020,9,11,20,0,8XX GRANVILLE ST,Central Business District,491219.522,5458668.503
Mischief,2020,7,22,20,0,8XX GRANVILLE ST,Central Business District,491220.038,5458669.023
Mischief,2020,7,28,11,53,8XX GRANVILLE ST,Central Business District,491220.038,5458669.023
Mischief,2020,11,10,12,29,8XX GRANVILLE ST,Central Business District,491247.3284,5458709.496
Mischief,2020,8,2,7,30,8XX GRANVILLE ST,Central Business District,491249.4397,5458711.623
Mischief,2021,1,21,6,14,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.927
Mischief,2020,3,25,3,36,8XX GRANVILLE ST,Central Business District,491253.6622,5458715.877
Mischief,2020,10,28,17,32,8XX GRANVILLE ST,Central Business District,491254.8035,5458704.047
Mischief,2020,7,29,19,0,8XX GRANVILLE ST,Central Business District,491262.2631,5458711.562
Mischief,2020,1,15,6,35,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.832
Mischief,2020,5,25,5,44,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.832
Mischief,2020,11,1,0,30,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.832
Mischief,2020,10,21,21,48,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.66
Mischief,2020,11,15,11,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.66
Mischief,2020,4,14,0,3,8XX HAMILTON ST,Central Business District,491459.4667,5458356.436
Mischief,2020,7,8,7,0,8XX HAMILTON ST,Central Business District,491472.6187,5458370.032
Mischief,2020,5,27,0,23,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4
Mischief,2020,7,8,22,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4
Mischief,2020,8,21,1,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4
Mischief,2020,9,12,18,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4
Mischief,2020,12,25,19,6,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4
Mischief,2020,8,6,17,30,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.079
Mischief,2020,4,27,19,30,8XX HOMER ST,Central Business District,491397.7076,5458435.423
Mischief,2020,7,27,3,0,8XX HOMER ST,Central Business District,491404.1965,5458428.98
Mischief,2020,10,10,23,44,8XX HOMER ST,Central Business District,491404.1965,5458428.98
Mischief,2020,7,10,22,0,8XX HOMER ST,Central Business District,491412.58,5458437.424
Mischief,2020,12,22,6,40,8XX HOMER ST,Central Business District,491413.3251,5458438.175
Mischief,2020,10,9,17,15,8XX HOMER ST,Central Business District,491437.7304,5458462.755
Mischief,2020,11,10,8,56,8XX HOMER ST,Central Business District,491437.7304,5458462.755
Mischief,2020,11,5,12,0,8XX HOMER ST,Central Business District,491473.3602,5458498.641
Mischief,2020,2,5,19,30,8XX HOMER ST,Central Business District,491496.4147,5458521.862
Mischief,2020,2,23,11,45,8XX HOMER ST,Central Business District,491496.4147,5458521.862
Mischief,2020,8,24,4,49,8XX HOMER ST,Central Business District,491496.4147,5458521.862
Mischief,2020,5,19,22,45,8XX HORNBY ST,Central Business District,491062.1526,5458806.968
Mischief,2020,7,9,9,39,8XX HORNBY ST,Central Business District,491062.1526,5458806.968
Mischief,2021,2,5,5,30,8XX HORNBY ST,Central Business District,491088.0434,5458833.13
Mischief,2020,4,23,13,10,8XX HORNBY ST,Central Business District,491142.0092,5458874.661
Mischief,2020,12,1,14,52,8XX HORNBY ST,Central Business District,491142.0092,5458874.661
Mischief,2021,1,10,19,20,8XX HORNBY ST,Central Business District,491142.0092,5458874.661
Mischief,2021,1,21,11,50,8XX HORNBY ST,Central Business District,491142.0092,5458874.661
Mischief,2021,1,27,19,22,8XX HORNBY ST,Central Business District,491142.0092,5458874.661
Mischief,2020,1,27,20,56,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,3,10,16,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,3,20,23,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,4,5,21,43,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,5,20,21,16,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,8,6,22,32,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,8,21,11,32,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,9,12,18,45,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,9,29,2,45,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,10,8,1,18,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,10,27,21,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,11,6,9,53,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2021,1,8,22,48,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2021,2,4,22,36,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2020,3,23,10,57,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Mischief,2020,3,27,20,42,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Mischief,2020,10,11,10,0,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Mischief,2020,10,25,22,28,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Mischief,2020,1,15,15,0,8XX HOWE ST,Central Business District,491179.9621,5458776.848
Mischief,2020,1,31,16,17,8XX HOWE ST,Central Business District,491179.9621,5458776.848
Mischief,2020,5,23,20,22,8XX HOWE ST,Central Business District,491208.8723,5458805.394
Mischief,2020,3,2,15,31,8XX HOWE ST,Central Business District,491211.1982,5458807.691
Mischief,2021,1,25,6,0,8XX HOWE ST,Central Business District,491211.1982,5458807.691
Mischief,2020,6,12,17,14,8XX KEEFER ST,Strathcona,493672.6264,5458498.098
Mischief,2020,4,9,2,0,8XX KINGSWAY AVE,Kensington-Cedar Cottage,493749.3434,5455786.996
Mischief,2020,3,29,3,41,8XX MAIN ST,Strathcona,492750.3086,5458315.634
Mischief,2020,3,19,8,13,8XX MALKIN AVE,Strathcona,493761.2315,5457931.023
Mischief,2020,5,31,7,30,8XX MALKIN AVE,Strathcona,493761.2315,5457931.023
Mischief,2020,8,14,20,45,8XX MALKIN AVE,Strathcona,493761.2315,5457931.023
Mischief,2021,1,21,16,3,8XX MCLEAN DR,Grandview-Woodland,494611.4062,5458317.46
Mischief,2020,10,11,21,16,8XX NELSON ST,Central Business District,490966.6502,5458585.544
Mischief,2020,11,27,12,6,8XX NELSON ST,Central Business District,490966.6502,5458585.544
Mischief,2020,3,24,17,30,8XX NOOTKA ST,Hastings-Sunrise,496995.8608,5458293.307
Mischief,2020,4,17,8,25,8XX PACIFIC ST,Central Business District,490448.6475,5458166.915
Mischief,2021,1,14,9,30,8XX PACIFIC ST,Central Business District,490453.6565,5458174.775
Mischief,2021,2,3,8,40,8XX PACIFIC ST,Central Business District,490453.6565,5458174.775
Mischief,2020,10,17,17,15,8XX PACIFIC ST,Central Business District,490493.6837,5458123.901
Mischief,2020,4,17,21,0,8XX POWELL ST,Strathcona,493715.4982,5458907.888
Mischief,2020,12,28,0,4,8XX PRIOR ST,Strathcona,493654.528,5458197.33
Mischief,2020,12,17,0,30,8XX PRIOR ST,Strathcona,493736.8897,5458203.708
Mischief,2020,1,30,10,13,8XX RENFREW ST,Hastings-Sunrise,496795.7358,5458204.702
Mischief,2020,2,29,23,0,8XX RICHARDS ST,Central Business District,491390.0339,5458570.903
Mischief,2020,1,8,23,0,8XX RICHARDS ST,Central Business District,491424.4819,5458592.558
Mischief,2021,1,3,9,0,8XX SALSBURY DR,Grandview-Woodland,495032.3614,5458244.994
Mischief,2020,8,26,8,19,8XX SAWCUT AVE,Fairview,491133.4269,5457181.346
Mischief,2021,1,28,19,17,8XX SEMLIN DR,Grandview-Woodland,495373.2308,5458220.134
Mischief,2021,2,13,22,28,8XX SEMLIN DR,Grandview-Woodland,495373.2308,5458220.134
Mischief,2020,1,9,11,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.901
Mischief,2020,1,9,14,30,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.901
Mischief,2020,1,12,18,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.901
Mischief,2020,2,15,19,52,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.901
Mischief,2020,2,18,7,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.901
Mischief,2020,8,20,8,34,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.289
Mischief,2020,9,5,14,0,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.289
Mischief,2020,10,16,0,0,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.289
Mischief,2020,11,16,9,0,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.289
Mischief,2020,12,23,14,30,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.289
Mischief,2020,8,24,7,43,8XX SEYMOUR ST,Central Business District,491281.4321,5458596.987
Mischief,2020,9,11,5,53,8XX SEYMOUR ST,Central Business District,491305.2317,5458621.106
Mischief,2020,1,19,19,30,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Mischief,2020,4,7,21,0,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Mischief,2020,4,20,7,23,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Mischief,2020,9,20,22,43,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Mischief,2020,12,3,20,0,8XX SEYMOUR ST,Central Business District,491316.0496,5458632.07
Mischief,2020,3,9,1,46,8XX SEYMOUR ST,Central Business District,491316.8667,5458632.898
Mischief,2020,1,26,19,35,8XX SEYMOUR ST,Central Business District,491357.176,5458660.729
Mischief,2020,2,1,20,0,8XX SEYMOUR ST,Central Business District,491357.176,5458660.729
Mischief,2020,12,27,16,0,8XX SEYMOUR ST,Central Business District,491357.176,5458660.729
Mischief,2021,1,5,0,52,8XX SMITHE ST,Central Business District,491088.5967,5458699.535
Mischief,2021,1,8,23,0,8XX SMITHE ST,Central Business District,491088.5967,5458699.535
Mischief,2021,2,4,17,0,8XX SW MARINE DR,Marpole,490876.9537,5450436.157
Mischief,2020,6,17,23,39,8XX TERMINAL AVE,Strathcona,493715.7233,5457514.245
Mischief,2020,7,13,13,24,8XX TERMINAL AVE,Strathcona,493715.7233,5457514.245
Mischief,2020,11,21,16,41,8XX TERMINAL AVE,Strathcona,493750.3865,5457536.539
Mischief,2020,6,13,13,1,8XX TERMINAL AVE,Strathcona,493784.1126,5457522.549
Mischief,2020,7,8,23,30,8XX TERMINAL AVE,Strathcona,493784.1126,5457522.549
Mischief,2020,3,23,10,34,8XX W 10TH AVE,Fairview,491025.1131,5456636.366
Mischief,2021,1,20,12,20,8XX W 10TH AVE,Fairview,491025.1131,5456636.366
Mischief,2020,8,27,6,50,8XX W 10TH AVE,Fairview,491081.9619,5456625.802
Mischief,2020,8,27,7,0,8XX W 10TH AVE,Fairview,491081.9619,5456625.802
Mischief,2020,1,24,6,20,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Mischief,2020,6,19,11,1,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Mischief,2020,2,7,9,46,8XX W 12TH AVE,Fairview,491033.3519,5456432.305
Mischief,2020,6,26,12,41,8XX W 12TH AVE,Fairview,491033.3519,5456432.305
